course,reviewer,date
https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala,/@dhawal,2014-02-15
https://www.class-central.com/mooc/707/coursera-understanding-economic-policymaking,/u/8345,2014-05-19
https://www.class-central.com/mooc/335/coursera-internet-history-technology-and-security,/u/10870,2014-04-29
https://www.class-central.com/mooc/976/coursera-the-emergence-of-the-modern-middle-east-part-i,/u/8345,2014-05-19
https://www.class-central.com/mooc/1307/coursera-fundamentals-of-global-energy-business,/u/8345,2014-04-26
https://www.class-central.com/mooc/408/coursera-an-introduction-to-interactive-programming-in-python-part-1,/@charlie,2014-02-03
https://www.class-central.com/mooc/317/coursera-model-thinking,/@charlie,2014-02-03
https://www.class-central.com/mooc/546/coursera-foundations-of-business-strategy,/@dhawal,2014-06-30
https://www.class-central.com/mooc/307/coursera-natural-language-processing,/@charlie,2014-02-03
https://www.class-central.com/mooc/388/coursera-computing-for-data-analysis,/@dhawal,2014-06-30
https://www.class-central.com/mooc/1529/coursera-technology-and-ethics,/u/8345,2014-06-18
https://www.class-central.com/mooc/338/coursera-social-network-analysis,/@dhawal,2014-06-30
https://www.class-central.com/mooc/1751/coursera-analyzing-global-trends-for-business-and-society,/u/8345,2014-06-29
https://www.class-central.com/mooc/1771/coursera-international-human-rights-law-prospects-and-challenges,/u/8345,2014-05-20
https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1,/@dhawal,2014-02-03
https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1,/@henrik,2014-02-20
